Agave, cooked (Southwest),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.48,62,261,1.12,0.28,0.28,13.85,7.5,5.54,0.07,2.43,3.04,0,0,0,36,0.64,26,41,175,4,0.47,0.097,0.368,26.4,0.018,0.08,1.03,0.3,0.104,5,5,9.5,0.5,2,13,2,31,50,0,130,0.57,0.04,2.22,2.4,0,0,0,0,6.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rose Hips, wild (Northern Plains Indians),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.66,162,679,1.6,0.34,1.18,38.22,24.1,2.58,0.07,1.34,1.16,0,0,0,169,1.06,69,61,429,4,0.25,0.113,1.02,426,0.016,0.166,1.3,0.8,0.076,3,3,12,2.9,217,2350,31,483,4345,6800,2001,5.84,0.05,1.34,0.14,0.01,0,0.07,0,25.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chokecherries, raw, pitted (Northern Plains Indians),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.72,162,677,3.04,1.69,0.93,33.62,20,9.37,0.07,4.95,4.35,0,0,0,60,0.69,27,67,379,5,0.33,0.186,0.417,5.5,0.034,0.173,0.628,0.398,0.198,2,2,10.7,0.4,8,90,2,19,168,0,347,0.35,0.03,1.06,0.09,0.01,0,0,0,21.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea lion, Steller, liver (Alaska Native),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.27,137,572,22.9,5,0.83,0,6,9,22,396,291,88,4.1,1.89,0.7,693,1.3,0.7,0.9,0.2,0,359,0.4,1.3,1.4,0.3,0.1,3.4,0.5,0.1,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea lion, Steller, kidney (Alaska Native),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.4,93,390,18.1,1.7,1.4,1.4,9,7,16,301,253,231,2.9,0.875,0.131,274,0,0,0,0,0.3,0.3,0.3,0,390,1.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea lion, Steller, heart (Alaska Native),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.2,102,426,17,3.3,1,1,5,6.7,22,263,319,115,2.24,0.306,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea lion, Steller, meat (Alaska Native),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.2,120,503,25.85,1.88,1.1,0,6,11.48,22,253,406,62,3.32,0.527,0.017,111.8,0,0,1,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piki bread, made from blue cornmeal (Hopi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.98,390,1630,9.06,7.16,2.58,72.22,9.2,1.6,1.6,0,0,0,0,0,61.3,184,6.11,181,374,604,60,3.75,0.286,1.82,14.6,0.16,0.05,2.92,0.72,0.542,0,1,0,1,3,0,9,0.76,0.03,4.83,0.15,0.31,0.02,0.64,0.05,0.2,0,0.819,0.006,0.002,0,0.012,0.001,0.003,0.002,0.561,0.005,0.181,0.03,0.007,0.009,1.783,0.001,0,0.007,0.003,1.747,0.021,0.003,1.623,1.568,0.045,0,0.001,0.002,0.003,0,0,0.002,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wocas, tuber, cooked, Oregon, yellow pond lily (Klamath),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.41,34,143,0.69,0.35,0.49,7.06,2.3,0,0,0,0,0,0,0,3.7,23,1.21,3,13,187,10,0.3,0.004,0.952,0,0.015,0.015,0.29,0.14,0.068,5,0,5,5,0,0.42,0,0.01,0.02,0,0.01,0,0,0.041,0.01,0,0,0.004,0,0,0,0.02,0,0.007,0,0,0,0.016,0,0,0,0,0.016,0,0,0.049,0.043,0.006,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stew, pinto bean and hominy, badufsuki (Hopi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.25,32,134,1.42,0.54,0.41,5.38,1.5,0,0,0,0,0,0,0,4.13,7,0.37,11,25,86,45,0.18,0.036,0.059,2.2,0,0,0.097,0.2,0.036,0,0,0,0,1,0,1,0.04,0,0.25,0.01,0.02,0,0.05,0,0.2,0.085,0.005,0,0,0.002,0.002,0,0.002,0.053,0,0.019,0.002,0,0,0.08,0,0,0,0,0.08,0,0,0.122,0.086,0.036,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamales, masa and pork filling (Hopi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.39,168,704,13.19,4.7,1.45,18.28,3.3,1.57,0.48,0.49,0.6,0,0,0,15.13,18,0.66,35,141,250,298,1.27,0.087,0.16,32.6,0.167,0.07,2.823,0.82,0.262,0.22,81,5,740,17,342,1548,0,616,1.11,0.03,0.95,0.02,0.05,0,0.24,0,3.2,1.383,0.002,0,0,0.004,0.004,0.049,0.002,0.91,0.008,0.388,0.01,0.003,0.004,1.649,0.001,0,0.089,0.008,1.517,0.031,0.001,1.009,0.911,0.032,0,0.013,0.006,0.035,0.001,0.003,0.002,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APPLEBEE'S, Double Crunch Shrimp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.12,323,1352,12.31,18.9,2.71,25.96,2.6,1.07,0.3,0.07,0.2,0,0.5,0,22.8,45,1.03,23,271,97,838,0.78,0.14,0.281,26.6,0.09,0.089,0.9,0.34,0.055,14,50.1,0.43,2,2,5,1.97,0.22,8.31,3.35,0,0,0,0,29.1,0,3.366,0,0,0.006,0.005,0.002,0.02,0.006,1.991,0.022,1.163,0.065,0.063,0.023,4.235,0,0,0.035,0.011,4.058,0.131,0,9.682,8.505,1.067,0,0.01,0,0.03,0.034,0.004,0.03,0.147,86,0.139,0.447,0.526,0.959,0.829,0.282,0.167,0.55,0.415,0.548,0.894,0.263,0.622,1.075,2.68,0.582,0.792,,,,,,,,,,,,,,,,,,,
APPLEBEE'S, french fries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.29,290,1213,3.31,13.17,2.72,39.5,3.9,0,0,0,0,0,0,0,35.47,19,1.01,29,137,538,618,0.49,0.109,0.268,0.4,0.7,0.103,0.058,2.18,0.495,0.205,0,0,0,0.93,0.11,5.53,2.23,0.07,0,0.14,0.03,33.4,0.1,2.333,0,0,0.005,0.005,0.004,0.021,0.004,1.507,0.013,0.676,0.045,0.037,0.015,3.31,0,0,0.02,0.007,3.213,0.068,0.002,5.802,5.018,0.771,0,0.005,0,0.006,0.001,0,0,0.083,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APPLEBEE'S, KRAFT, Macaroni & Cheese, from kid's menu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.28,143,600,5.01,4.34,1.29,21.08,1.3,3.7,0,0,0,3.66,0,0.04,14.77,79,0.84,22,104,163,288,0.57,0.061,0.254,23.1,0.103,0.283,0.97,0.55,0.065,0.24,18,18,4,0,0,67,0,95,0.52,0.03,1.03,0.02,0.04,0.14,0.33,0,1.312,0.035,0.027,0.017,0.043,0.047,0.153,0.019,0.635,0.013,0.285,0.019,0.01,0.008,1.951,0.016,0,0.036,0.005,1.854,0.039,0.001,0.952,0.714,0.228,0,0.003,0.001,0.007,0,0,0,0.071,7,0.063,0.147,0.273,0.473,0.189,0.115,0.095,0.273,0.168,0.326,0.21,0.136,0.179,0.347,1.597,0.147,0.809,0.21,,,,,,,,,,,,,,,,,
APPLEBEE'S, mozzarella sticks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.65,316,1323,14.87,18.37,3.23,22.87,2.1,2.8,0.11,0.79,0,1.04,0.59,0.27,18.43,319,0.43,20,307,106,838,2,0.059,0.239,17.6,0.073,0.26,0.66,0.41,0.067,0.99,113,110,37,0,4,432,0,44,0.71,0.11,3.47,1.53,0,0.14,0.05,0,22.2,0,6.73,0.198,0.157,0.102,0.233,0.262,0.865,0.092,3.253,0.063,1.413,0.04,0.032,0.014,4.217,0.086,0,0.166,0.023,3.872,0.069,0,4.58,3.986,0.537,0.003,0.007,0.013,0.021,0.004,0.006,0,0.363,33,0.202,0.424,0.858,1.625,1.201,0.454,0.161,0.878,0.656,1.14,0.656,0.505,0.525,1.14,3.865,0.373,2.029,0.606,,,,,,,,,,,,,,,
APPLEBEE'S, chicken tenders, from kids' menu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.42,296,1238,19.25,16.15,2.81,18.36,1.2,0.39,0,0.39,0,0,0,0,16.97,23,0.9,30,305,337,763,0.71,0.071,0.26,16.9,0.1,0.177,7.89,1.565,0.484,0.15,10,7,23,0,11,72,6,72,1.28,0.17,7.01,1.12,0.01,0.08,0,25.1,0.2,2.852,0,0,0.007,0.005,0.002,0.02,0.005,1.783,0.018,0.892,0.05,0.05,0.019,3.568,0.002,0,0.059,0.009,3.402,0.096,0,7.894,6.88,0.917,0,0.01,0.009,0.051,0,0.005,0.004,0.116,51,0.203,0.577,0.952,1.52,1.348,0.486,0.233,0.76,0.507,1.054,1.135,0.679,1.043,1.651,3.343,0.79,1.175,0.577,,,,,,,,,,,,,,,,
T.G.I. FRIDAY'S, chicken fingers, from kids' menu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.49,330,1382,18.11,20.78,2.89,17.72,0.9,0.34,0,0.34,0,0,0,0,16.33,27,0.79,28,338,300,792,0.62,0.064,0.236,28,0.1,0.183,7.983,1.72,0.43,0.09,2,2,1,0,0,10,0,52,1.85,0.24,10.65,4.59,0.01,0.1,0.04,0,25.4,0.3,3.916,0,0,0.01,0.005,0.004,0.025,0.005,2.348,0.023,1.333,0.068,0.069,0.025,4.893,0.002,0,0.061,0.012,4.69,0.129,0,11.003,9.646,1.279,0,0.014,0.011,0.041,0.001,0,0,0.152,44,0.188,0.574,0.841,1.395,1.475,0.445,0.228,0.683,0.455,0.93,1.079,0.614,0.94,1.455,2.89,0.752,1.049,0.594,,,,,,,,,,,,,,,
T.G.I. FRIDAY'S, classic sirloin steak (10 oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.24,196,822,31.02,7.83,1.44,0.47,0.46,0,0.46,0,0,0,0,7,2.87,28,240,379,232,5.54,0.112,0.026,30.6,0.091,0.403,5.743,0.663,0.739,2.63,11,11,37,0.77,0,0.19,0.09,0,0.31,0.04,0,2.451,0,0,0,0.007,0.005,0.137,0.023,1.357,0.067,0.836,0.008,0.007,0.005,2.636,0.032,0,0.154,0.044,2.39,0.016,0,0.676,0.5,0.03,0,0.004,0.027,0.078,0.006,0.018,0.001,0.28,95,0.415,1.451,1.539,2.631,2.699,0.828,0.332,1.314,1.138,1.604,2.174,1.177,1.851,2.97,4.892,1.488,1.308,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurant, family style, fried mozzarella sticks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.44,325,1358,14.75,18.33,3.34,25.14,2,2.36,0.04,0.64,0.07,0.74,0.58,0.3,20.46,334,0.62,21,318,108,861,2.07,0.066,0.294,18.9,0,0.103,0.261,0.781,0.415,0.074,26,14,12,36,9.9,0.96,0,99,97,25,0,2,366,0,43,0.77,0,0.11,4.19,1.63,0.02,0.14,0.03,0,7,0.2,22.9,0,6.848,0.181,0.146,0.097,0.234,0.271,0.872,0.093,3.351,0.064,1.447,0.042,0.034,0.015,4.328,0.088,0,0.162,0.023,3.979,0.076,0.001,4.982,4.346,0.575,0.002,0.007,0.013,0.023,0.004,0.006,0,0.359,36,0.183,0.43,0.792,1.54,1.175,0.431,0.179,0.851,0.634,1.036,0.637,0.474,0.492,1.068,3.923,0.366,2.188,0.69,0,0,,,
Restaurant, family style, sirloin steak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.18,195,818,29.8,8.48,1.79,0,0.55,0,0.55,0,0,0,0,10,2.57,27,230,379,339,5.44,0.1,0.02,29,0.077,0.347,5.683,0.593,0.668,2.54,8,8,27,0.53,0,0.15,0.05,0,0.12,0.02,0,3.143,0,0,0,0.008,0.007,0.207,0.034,1.819,0.092,0.96,0.008,0.005,0.004,3.654,0.062,0,0.285,0.071,3.212,0.025,0,0.673,0.502,0.032,0,0.004,0.025,0.073,0.007,0.019,0.001,0.354,87,0.393,1.411,1.483,2.547,2.549,0.766,0.31,1.266,1.072,1.839,2.082,1.097,1.785,2.893,4.765,1.442,1.244,,,,,,,,,,,,,,,,,,,,,,,,,
APPLEBEE'S, fish, hand battered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.82,202,844,13.23,9.14,2.17,16.65,0.9,0.51,0,0.51,0,0,0,0,15.8,13,0.35,20,234,241,607,0.34,0.039,0.097,17.8,0.053,0.093,2.29,0.4,0.201,1.23,3,2,5,1,5,22,0,100,0.88,0.09,3.72,1.52,0.01,0.11,0.05,0,1.613,0,0,0.006,0.007,0.001,0.014,0.004,1.023,0.009,0.481,0.029,0.029,0.012,2.014,0,0,0.026,0.006,1.924,0.057,0.001,4.559,3.856,0.517,0.003,0.006,0,0.013,0.05,0.005,0.107,0.077,34,0.144,0.432,0.693,1.152,1.197,0.414,0.162,0.54,0.414,0.765,0.846,0.333,0.81,1.323,2.241,0.666,0.693,0.432,,,,,,,,,,,,,,,,,
APPLEBEE'S, chili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.31,157,656,12.56,9.79,1.76,4.57,1.4,2.27,0.22,1.07,0.98,0,0,0,0.43,34,1.46,18,104,320,381,2.23,0.086,0.084,13.1,1.1,0.037,0.207,3.557,0.405,0.321,1.26,149,93,577,0,200,1436,4639,367,1.15,0.07,0.08,0,0.02,0.1,0,0,4.15,0,0,0,0.011,0.012,0.308,0.048,2.33,0.112,1.309,0.012,0.006,0.004,4.809,0.098,0,0.382,0.083,4.212,0.034,0,0.644,0.542,0.038,0.001,0.005,0.016,0.028,0.002,0.007,0,0.576,45,0.144,0.402,0.556,0.927,0.844,0.278,0.123,0.474,0.34,0.639,0.772,0.371,0.793,1.195,2.07,0.834,0.855,0.371,,,,,,,,,,,,,,,,
T.G.I. FRIDAY'S, chicken fingers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.32,325,1359,18.68,20.31,2.85,16.84,0.8,0.23,0,0.23,0,0,0,0,15.6,26,0.77,29,350,308,787,0.65,0.066,0.23,28.8,0.103,0.18,8.387,1.62,0.455,0.12,2,2,1,0,1,10,0,50,1.69,0.21,9.62,4.22,0,0.2,0.07,0,3.905,0,0,0.012,0.008,0.004,0.026,0.006,2.341,0.022,1.327,0.067,0.068,0.024,4.901,0,0,0.064,0.013,4.684,0.14,0,10.56,9.295,1.191,0,0.013,0.01,0.04,0,0,0,0.18,46,0.192,0.555,0.881,1.437,1.475,0.469,0.22,0.699,0.498,0.958,1.101,0.632,0.967,1.475,2.979,0.747,1.398,0.584,,,,,,,,,,,,,,,,,
APPLEBEE'S, coleslaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.15,120,501,0.79,7.09,0.79,13.17,2.8,9.33,4.56,2.53,2.24,0,0,0,36,0.26,10,23,156,178,0.19,0.017,0.148,0.4,13.7,0.03,0.063,0.3,0.205,0.129,77,2,685,425,2,1504,5,53,0.5,0.07,4.03,1.37,0,0,0,0,65.1,0,1.061,0,0,0,0.005,0.004,0.011,0.003,0.689,0.007,0.285,0.023,0.025,0.009,1.404,0,0,0.009,0.004,1.34,0.042,0.009,3.819,3.327,0.484,0,0.004,0,0.004,0,0,0,0.037,2,0.006,0.017,0.025,0.034,0.017,0.008,0.008,0.017,0.008,0.034,0.059,0.008,0.034,0.068,0.127,0.017,0.006,0.017,,,,,,,,,,,,,,,,
CRACKER BARREL, onion rings, thick-cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.68,327,1368,4.78,16,1.59,40.95,2.2,4.82,1.49,1.36,1.15,0,0.83,0,33.5,19,0.73,21,100,141,463,0.55,0.087,0.531,3.6,0.123,0.073,0.86,0.355,0.084,14,14,4,2,15,1,9,41,0,69,1.31,0.15,7.97,3.02,0.03,0.22,0.02,0,36.1,0,2.941,0,0,0.006,0.009,0.001,0.016,0.004,1.763,0.018,1,0.054,0.052,0.02,3.63,0,0,0.024,0.009,3.542,0.046,0.01,8.675,7.673,0.985,0,0.008,0,0.008,0,0,0,0.202,0.05,0.1,0.16,0.35,0.14,0.08,0.12,0.24,0.11,0.2,0.25,0.12,0.15,0.21,1.49,0.2,0.71,0.2,,,,,,,,,,,,,,,
DENNY'S, chicken strips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.37,295,1236,19.17,14.5,2.93,22.03,1.1,0.29,0.1,0.09,0,0,0.1,0,19.7,11,0.72,30,273,334,798,0.71,0.066,0.228,17,0.087,0.167,8.073,1.35,0.467,14,0.14,14,11,22,0,16,87,0,102,1.22,0.11,6.23,2.27,0.01,0.04,0.07,0,2.585,0,0,0.006,0.004,0.013,0.024,0.004,1.592,0.016,0.82,0.045,0.044,0.017,3.2,0.002,0,0.042,0.009,3.106,0.041,0.001,7.123,6.209,0.831,0,0.01,0.011,0.043,0,0.004,0.003,0.125,44,0.21,0.63,0.76,1.48,2.21,0.49,0.22,0.7,0.53,0.81,1.23,0.69,0.9,1.31,3.06,0.8,1.13,,,,,,,,,,,,,,,,,
DENNY'S, coleslaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.77,183,764,0.97,15.03,1.35,10.88,1.3,8.16,2.97,2.81,2.37,0,0,0,0.15,32,0.34,9,29,141,376,0.2,0.019,0.151,2.9,13.2,0.027,0.059,0.263,0.315,0.102,42,8,309,197,2,707,7,78,0.93,0.14,9.46,3.55,0,0,0.02,0,86.1,0,2.344,0,0,0,0.005,0.002,0.014,0.004,1.562,0.016,0.63,0.047,0.046,0.017,3.197,0,0,0.023,0.009,3.107,0.047,0.011,8.432,7.288,1.118,0,0.008,0.001,0.015,0,0,0.003,0.046,23,0.01,0.03,0.04,0.06,0.07,0.02,0.02,0.03,0.02,0.05,0.08,0.03,0.06,0.09,0.18,0.03,0.007,0.06,,,,,,,,,,,,,,,
DENNY'S, fish fillet, battered or breaded, fried,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
