Infant formula, MEAD JOHNSON, ENFAMIL, Infant, ready-to-feed, with ARA and DHA
87.0,68.0,285.0,1.31,3.5,0.33,7.86,0.0,7.0,51.0,1.18,5.0,28.0,71.0,18.0,0.66,0.049,0.01,1.8,7.9,0.052,0.092,0.66,0.33,0.039,11.0,11.0,0.0,18.0,15.7,0.19,0.2,59.0,59.0,0.0,0.0,0.0,197.0,0.0,0.0,0.59,0.59,39.0,1.0,5.9,1.48,0.0,0.01,0.06,0.04,0.31,0.14,0.77,0.13,1.2,0.009,1.19,0.01,0.0,0.65,0.52,0.049,0.0,0.022,0.0,0.0,0.011,2.0,0.0,0.0,
Infant formula, ABBOTT NUTRITION, SIMILAC, PM 60/40, powder not reconstituted
2.25,524.0,2191.0,11.4,28.71,2.7,54.94,0.0,52.38,52.38,0.0,288.0,1.13,31.0,144.0,411.0,123.0,3.85,0.462,0.026,9.8,46.2,0.514,0.77,5.392,2.311,0.308,77.0,77.0,0.0,131.0,61.6,1.28,1.28,462.0,462.0,0.0,0.0,0.0,1541.0,0.0,0.0,8.61,8.61,308.0,7.7,41.1,12.214,0.0,0.069,0.769,0.618,4.843,1.974,3.105,0.835,5.242,0.028,5.157,0.057,0.0,10.835,10.456,0.379,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,
Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN WITH LGG, with iron, powder, not reconstituted, with ARA and DHA
2.3,514.0,2150.0,14.1,27.0,3.0,53.6,0.0,4.5,470.0,9.1,40.0,260.0,560.0,240.0,5.1,0.38,0.126,14.1,61.0,0.4,0.45,5.1,2.5,0.3,79.0,79.0,0.0,134.0,121.0,1.52,1.52,450.0,450.0,0.0,0.0,0.0,1500.0,0.0,0.0,4.5,4.5,250.0,6.3,45.0,11.3,0.0,0.04,0.43,0.32,2.4,1.05,5.9,1.07,0.07,0.07,9.3,0.04,9.2,0.04,0.0,5.1,4.3,0.4,0.0,0.172,0.0,0.0,0.086,0.0,0.0,0.0,
Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, with iron, ready-to-feed, with ARA and DHA
87.0,68.0,283.0,1.83,3.5,0.46,7.21,0.0,0.1,62.0,1.18,5.0,34.0,72.0,31.0,0.66,0.049,1.8,7.9,0.052,0.059,0.66,0.33,0.039,11.0,11.0,0.0,18.0,15.7,0.2,0.2,59.0,59.0,0.0,0.0,0.0,197.0,0.0,0.0,0.59,0.59,33.0,0.8,5.9,1.48,0.0,0.01,0.06,0.04,0.31,0.14,0.77,0.13,0.01,1.2,0.01,1.19,0.0,0.0,0.65,0.56,0.052,0.0,0.019,0.0,0.0,0.011,0.0,0.0,0.0,
Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, with iron, ready-to-feed
87.32,66.0,276.0,1.8,3.63,0.48,6.77,0.0,4.4,4.4,0.0,2.2,69.0,1.18,5.0,49.0,77.0,29.0,0.49,0.049,0.006,1.2,5.9,0.039,0.059,0.885,0.491,0.039,10.0,10.0,0.0,17.0,8.0,0.3,0.3,59.0,59.0,0.0,0.0,0.0,197.0,0.0,0.0,1.32,1.32,29.0,0.7,9.8,1.838,0.0,0.0,0.931,0.689,0.023,0.007,0.137,0.052,0.294,0.003,0.287,0.003,0.0,1.113,1.055,0.059,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
Infant formula, MEAD JOHNSON, ENFAMIL, ENFACARE, with iron, powder, with ARA and DHA
2.5,505.0,2112.0,13.9,26.0,3.8,53.8,0.0,34.0,600.0,8.9,40.0,330.0,520.0,184.0,6.2,0.45,0.074,13.9,79.0,0.89,0.99,5.0,4.2,0.33,128.0,84.0,44.0,187.0,119.0,1.49,1.49,670.0,670.0,0.0,0.0,0.0,2233.0,0.0,0.0,8.9,8.9,370.0,9.3,41.3,10.2,0.0,0.03,3.4,1.72,1.72,0.68,1.48,0.7,8.8,0.0,8.8,0.04,0.0,5.402,4.3,0.43,0.0,0.168,0.0,0.0,0.084,16.0,0.0,0.0,
Infant formula, ABBOTT NUTRITION, SIMILAC, with iron, liquid concentrate, not reconstituted
76.16,127.0,530.0,2.64,6.89,0.79,13.76,0.0,13.76,13.76,99.0,2.3,8.0,54.0,134.0,31.0,0.96,0.115,0.006,2.8,11.5,0.127,0.191,1.339,0.574,0.076,19.0,19.0,0.0,33.0,15.6,0.32,0.32,114.0,114.0,0.0,0.0,0.0,382.0,0.0,0.0,1.28,1.28,76.0,1.9,10.2,2.401,0.0,0.014,0.214,0.152,0.943,0.355,0.5,0.223,2.551,0.005,2.533,0.013,0.0,1.555,1.405,0.15,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,
Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed
80.47,99.0,414.0,2.86,4.77,0.75,11.15,0.0,10.5,10.5,93.0,1.34,19.0,76.0,125.0,36.0,1.15,0.095,0.239,2.2,9.5,0.258,0.201,1.614,0.955,0.248,35.0,36.0,0.0,60.0,29.0,0.57,0.57,74.0,74.0,0.0,0.0,0.0,246.0,0.0,0.0,1.46,1.46,48.0,1.2,3.6,1.256,0.0,0.0,0.503,0.349,0.013,0.009,0.26,0.122,1.936,0.004,1.921,0.011,0.0,1.068,0.975,0.092,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
Infant formula, MEAD JOHNSON, NEXT STEP, PROSOBEE LIPIL, powder, with ARA and DHA
3.0,480.0,2007.0,15.6,21.0,3.3,57.1,0.0,56.0,920.0,9.5,52.0,620.0,570.0,171.0,5.7,0.36,0.24,13.3,57.0,0.38,0.43,4.7,0.28,76.0,76.0,0.0,129.0,57.0,1.42,1.42,430.0,430.0,0.0,0.0,0.0,1420.0,0.0,0.0,6.4,6.4,284.0,7.1,38.0,8.905,0.0,0.023,0.334,0.25,1.944,0.863,4.589,0.902,7.8,0.02,7.8,0.0,0.0,4.2,3.6,0.373,0.0,0.161,0.0,0.0,0.081,0.0,0.0,0.0,
Infant formula, MEAD JOHNSON, NEXT STEP, PROSOBEE, LIPIL, ready to feed, with ARA and DHA
86.4,67.0,281.0,2.14,2.91,0.46,8.09,0.0,7.77,128.0,1.31,7.0,85.0,79.0,23.0,0.79,0.05,0.033,1.8,7.9,0.052,0.059,0.66,0.33,0.04,11.0,11.0,0.0,18.0,0.19,0.19,58.0,58.0,0.0,0.0,0.0,194.0,0.0,0.0,0.6,0.6,40.0,1.0,5.2,1.242,0.0,0.009,0.049,0.039,0.262,0.116,0.64,0.116,1.078,0.009,1.077,0.0,0.0,0.573,0.495,0.049,0.0,0.019,0.0,0.0,0.009,0.0,0.0,0.0,
Infant formula, NESTLE, GOOD START SOY, with ARA and DHA, powder
